company,valuation,industry,city,country,continent,year_founded,funding,select_investors,year_joined
impact.com,2000000000,Internet software & services,Santa Barbara,United States,North America,2008,261000000,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",2021
Ledger,2000000000,Hardware,Paris,France,Europe,2014,466000000,"Digital Currency Group, Draper Esprit, Korelya Capital",2021
Lusha,2000000000,Internet software & services,New York,United States,North America,2016,245000000,"PSG, ION Crossover Partners",2021
Matillion,2000000000,Data management & analytics,Altrincham,United Kingdom,Europe,2011,310000000,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",2021
MOLOCO,2000000000,Artificial intelligence,Redwood City,United States,North America,2013,192000000,"Smilegate Investment, DSC Investments, KTB Ventures",2021
Mu Sigma,2000000000,Data management & analytics,Northbrook,United States,North America,2004,211000000,"Sequoia Capital, General Atlantic",2013
Next Silicon,2000000000,Hardware,Tel Aviv,Israel,Asia,2018,203000000,"Amiti Ventures, Playground Global, Aleph",2021
NotCo,2000000000,Artificial Intelligence,Santiago,Chile,South America,2015,370000000,"Kaszek Ventures, SOSV, Tiger Global Management",2021
Olist,2000000000,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,320000000,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",2021
Pacaso,2000000000,Fintech,Cincinnati,United States,North America,2020,217000000,"Global Founders Capital, Shea Ventures, Greycroft",2021
Paradox,2000000000,Internet software & services,Scottsdale,United States,North America,2016,253000000,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",2021
Persona,2000000000,Cybersecurity,San Francisco,United States,North America,2018,218000000,"Coatue Management, Index Ventures, Founders Fund",2021
SmartRecruiters,2000000000,Internet software & services,San Francisco,United States,North America,2010,225000000,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",2021
Snapdocs,2000000000,Fintech,San Francisco,United States,North America,2012,253000000,"Sequoia Capital, Y Combinator, F-Prime Capital",2021
Solugen,2000000000,Other,Houston,United States,North America,2016,435000000,"Fifty Years Fund, Refactor Capital, Temasek",2021
Strava,2000000000,Internet software & services,San Francisco,United States,North America,2009,152000000,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",2020
Temporal,2000000000,Internet software & services,Bellevue,United States,North America,2019,129000000,"Amplify Partners, Addition, Madrona Venture Group",2022
TuJia,2000000000,Travel,Beijing,China,Asia,2011,755000000,"GGV Capital, QiMing Venture Partnersl",2015
Veho,2000000000,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,299000000,"General Catalyst, Origin Ventures, Fontinalis Partners",2021
Veriff,2000000000,Artificial intelligence,Tallinn,Estonia,Europe,2015,177000000,"Accel, Institutional Venture Partners, Tiger Global Management",2022
Kujiale,1000000000,Internet software & services,Hangzhou,China,Asia,2011,235000000,"GGV Capital, IDG Capital, Linear Venture",2019
Whatnot,2000000000,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,225000000,"Y Combinator, Andreessen Horowitz, Wonder Ventures",2021
Zenoti,2000000000,Internet software & services,Bellevue,United States,North America,2010,331000000,"Norwest Venture Partners, Accel, Tiger Global Management",2020
Zeta,2000000000,Fintech,San Francisco,United States,North America,2015,340000000,"Sodexo Ventures, SoftBank Group",2021
Loom,2000000000,Internet software & services,San Francisco,United States,North America,2016,204000000,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",2021
Mobile Premier League,2000000000,Internet software & services,Bengaluru,India,Asia,2018,376000000,"Sequoia Capital India, RTP Global, Go-Ventures",2021
Uala,2000000000,Fintech,Buenos Aires,Argentina,South America,2017,544000000,"Soros Fund Management, Ribbit Capital, Monashees+",2021
Wenheyou,2000000000,Other,Hunan,China,Asia,2013,90000000,"Sequoia Capital China, Warburg Pincus, IDG Capital",2021
Star Charge,2000000000,Auto & transportation,Changzhou,China,Asia,2014,125000000,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2021
ABL Space Systems,2000000000,Other,El Segundo,United States,North America,2017,419000000,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2021
BitSight Technologies,2000000000,Cybersecurity,Boston,United States,North America,2013,401000000,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2021
Cao Cao Mobility,2000000000,Auto & transportation,Hangzhou,China,Asia,2015,744000000,"People Electrical Appliance Group China, Zhongrong International Trust",2018
Capitolis,2000000000,Fintech,New York,United States,North America,2017,282000000,"Sequoia Capital, Index Ventures, S Capital",2022
Carbon,2000000000,Hardware,Redwood City,United States,North America,2013,682000000,"Google Ventures, Sequoia Capital, Wakefield Group",2015
Clio,2000000000,Internet software & services,Burnaby,Canada,North America,2008,386000000,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",2021
Cresta,2000000000,Artificial Intelligence,San Francisco,United States,North America,2017,151000000,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",2022
Exabeam,2000000000,Cybersecurity,Foster City,United States,North America,2013,390000000,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2021
Yijiupi,1000000000,Consumer & retail,Beijing,China,Asia,2014,511000000,"Source Code Capital, Meituan Dianping, Tencent Holdings",2018
ezCater,2000000000,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,421000000,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",2019
HomeLight,2000000000,Fintech,San Francisco,United States,North America,2012,219000000,"Zeev Ventures, Menlo Ventures,Crosslink Capital",2021
HoneyBook,2000000000,Internet software & services,San Francisco,United States,North America,2013,498000000,"Norwest Venture Partners, Hillsven Capital, Aleph",2021
Mercury,2000000000,Fintech,San Francisco,United States,North America,2019,152000000,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2021
Paxos,2000000000,Fintech,New York,United States,North America,2012,538000000,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2021
SafetyCulture,2000000000,Internet software & services,Sydney,Australia,Oceania,2004,222000000,"Blackbird Ventures, IndexVentures, Tiger Global Management",2021
SmartHR,2000000000,Fintech,Tokyo,Japan,Asia,2013,190000000,"BEENEXT, World Innovation Lab, Light Street Capital",2021
Tonal,2000000000,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,450000000,"Mayfield Fund, Shasta Ventures, L Catterton",2021
Truepill,2000000000,Health,Hayward,United States,North America,2016,255000000,"Initialized Capital, Sound Ventures, TI Platform Management",2021
Unite Us,2000000000,Health,New York,United States,North America,2014,195000000,"Insight Partners, Sequoia Capital, Index Ventures",2021
Verkada,2000000000,Cybersecurity,San Mateo,United States,North America,2016,139000000,"next47, First Round Capital, Sequoia Capital",2020
Wayflyer,2000000000,Fintech,Dublin,Ireland,Europe,2019,236000000,"QED Investors, DST Global, Left Lane Capital",2022
Zhubajie,2000000000,Internet software & services,Chongqing,China,Asia,2006,445000000,"Cybernaut Growth Fund, IDG Capital",2015
Transcarent,2000000000,Health,San Francisco,United States,North America,2020,298000000,"Alta Partners, General Catalyst, Jove Equity Partners",2022
Trader Interactive,2000000000,Other,Norfolk,United States,North America,2017,624000000,Carsales,2021
Glossier,2000000000,Consumer & retail,New York,United States,North America,2014,266000000,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",2019
Hibob,2000000000,Internet software & services,Tel Aviv,Israel,Asia,2015,274000000,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2021
Jobandtalent,2000000000,Internet software & services,Madrid,Spain,Europe,2009,902000000,"Kibo Ventures, SoftBank Group, Atomico",2021
Optimism,2000000000,Internet software & services,San Francisco,United States,North America,2019,179000000,"Paradigm, Huobi Ventures, Andreessen Horowitz",2022
solarisBank,2000000000,Fintech,Berlin,Germany,Europe,2016,403000000,"Yabeo Capital, SBI Investment, Vulcan Capital",2021
WEMAKEPRICE,2000000000,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,397000000,"IMM Investment, NXC",2015
Alan,2000000000,Fintech,Paris,France,Europe,2016,364000000,"Index Ventures, Temasek, Portag3 Ventures",2021
Biren Technology,2000000000,Hardware,Shanghai,China,Asia,2019,285000000,"V FUND, IDG Capital, Green Pine Capital Partners",2020
Voodoo,2000000000,Other,Paris,France,Europe,2013,517000000,"Tencent Holdings, Goldman Sachs",2020
Carsome,2000000000,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,577000000,"Gobi Partners, 500 Startups, Ondine Capital",2021
CircleCI,2000000000,Internet software & services,San Francisco,United States,North America,2011,315000000,"Threshold Ventures, Baseline Ventures, Harrison Metal",2021
DealShare,2000000000,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,612000000,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",2022
DispatchHealth,2000000000,Health,Denver,United States,North America,2013,403000000,"Alta Partners, Questa Capital, Echo Health Venturesl",2021
Dragos,2000000000,Cybersecurity,Hanover,United States,North America,2016,358000000,"DataTribe, Energy Impact Partners, AllegisCyber Capital",2021
Gousto,2000000000,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,311000000,"MMC Ventures, BGF Ventures, Unilever Ventures",2020
H2O.ai,2000000000,Artificial intelligence,Mountain View,United States,North America,2011,251000000,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",2021
Harness,2000000000,Artificial intelligence,San Francisco,United States,North America,2016,195000000,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",2021
Harry's,2000000000,Consumer & retail,New York,United States,North America,2013,792000000,"Thrive Capital, Tiger Global Management, Temasek",2018
PAX,2000000000,Consumer & retail,San Francisco,United States,North America,2007,542000000,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",2018
Productboard,2000000000,Internet software & services,San Francisco,United States,North America,2014,261000000,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",2022
Reltio,2000000000,Data management & analytics,Redwood City,United States,North America,2011,237000000,"Crosslink Capital, .406 Ventures, Sapphire Ventures",2021
Spotter,2000000000,Fintech,Los Angeles,United States,North America,2019,231000000,"SoftBank Group, Access Industries, Crossbeam Venture Partners",2022
Vestiaire Collective,2000000000,E-commerce & direct-to-consumer,Paris,France,Europe,2009,663000000,"Eurazeo, IDInvest Partners, Balderton Capital",2021
Wave,2000000000,Fintech,Dakar,Senegal,Africa,2018,200000000,"Stripe, Founders Fund, Partech Partners",2021
ZenBusiness,2000000000,Fintech,Austin,United States,North America,2015,275000000,"Greycroft, Lerer Hippeau, Geekdom Fund",2021
Bowery Farming,2000000000,Other,New York,United States,North America,2015,497000000,"Temasek, Google Ventures, General Catalyst",2021
Greenlight,2000000000,Fintech,Atlanta,United States,North America,2014,557000000,"Relay Ventures, TTV Capital, Canapi Ventures",2020
KeepTruckin,2000000000,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,417000000,"Google Ventures, Index Ventures, Scale Venture Partners",2019
Odoo,2000000000,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,229000000,"Summit Partners, Noshaq, Sofinnova Partners",2021
Bordrin Motors,1000000000,Auto & transportation,Shanghai,China,Asia,2016,362000000,"China Grand Prosperity Investment, CSC Group",2019
Skydance Media,2000000000,Other,Santa Monica,United States,North America,2010,275000000,"RedBird Capital Partners, CJ ENM, Tencent Holdings",2020
Uptake,2000000000,Artificial intelligence,Chicago,United States,North America,2014,218000000,"Revolution, New Enterprise Associates, Caterpillar",2015
MoMo,2000000000,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,434000000,"Goodwater Capital, Warburg Pincus, GS Growth",2021
Algolia,2000000000,Internet software & services,San Francisco,United States,North America,2012,334000000,"Accel, Alven Capital, Storm Ventures",2021
Pattern,2000000000,Internet software & services,Lehi,United States,North America,2013,277000000,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2021
Spinny,2000000000,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,509000000,"General Catalyst, Eleation Capital, Avenir Growth Capital",2021
Trulioo,2000000000,Cybersecurity,Vancouver,Canada,North America,2011,474000000,"Blumberg Capital, American Express Ventures, BDC Venture Capital",2021
Zume,2000000000,Consumer & retail,Mountain View,United States,North America,2015,423000000,"Softbank Group, AME Cloud Ventures, SignalFire",2018
AIWAYS,2000000000,Auto & transportation,Shanghai,China,Asia,2017,792000000,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",2018
Bitso,2000000000,Fintech,Mexico City,Mexico,North America,2014,378000000,"Pantera Capital, QED Investors, Coinbase Ventures",2021
BloomReach,2000000000,Artificial intelligence,Mountain View,United States,North America,2009,422000000,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2022
Current,2000000000,Fintech,New York,United States,North America,2015,402000000,"Expa, QED Investors, Foundation Capital",2021
Dialpad,2000000000,Internet software & services,San Francisco,United States,North America,2011,400000000,"Andreessen Horowitz, Google Ventures, Section 32",2020
G7 Networks,2000000000,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,710000000,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",2022
Gympass,2000000000,Internet software & services,New York,United States,North America,2012,525000000,"General Atlantic, SoftBank Group, Atomico",2019
MUSINSA,2000000000,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,287000000,Sequoia Capital,2019
NuCom Group,2000000000,Other,Unterfoehring,Germany,Europe,2016,550000000,General Atlantic,2018
Reify Health,2000000000,Health,Boston,United States,North America,2012,259000000,"Sierra Ventures, Battery Ventures, Asset Management Ventures",2021
Diamond Foundry,2000000000,Other,San Francisco,United States,North America,2012,351000000,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",2021
FullStory,2000000000,Internet software & services,Atlanta,United States,North America,2014,172000000,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",2021
Lightricks,2000000000,Artificial intelligence,Jerusalem,Israel,Asia,2013,305000000,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",2019
Opentrons,2000000000,Hardware,New York,United States,North America,2016,240000000,"SOSV, Khosla Ventures, Lerer Hippeau",2021
ZocDoc,2000000000,Health,New York,United States,North America,2007,374000000,"Founders Fund, Khosla Ventures, Goldman Sachs",2015
Accelerant,2000000000,Other,Colchester,United Kingdom,Europe,2018,193000000,"Deer Park Road, Altamont Capital Partners, Eldridge",2022
Huaqin Telecom Technology,2000000000,Mobile & telecommunications,Shanghai,China,Asia,2005,298000000,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",2019
Addepar,2000000000,Fintech,Mountain View,United States,North America,2009,676000000,"8VC, D1 Capital Partners, Sway Ventures",2021
YITU Technology,2000000000,Artificial intelligence,Shanghai,China,Asia,2012,401000000,"Sequoia Capital China, Banyan Capital",2018
CloudWalk,2000000000,Fintech,Sao Paulo,Brazil,South America,2015,345000000,"Plug and Play Ventures, Valor Capital Group, DST Global",2021
Retool,2000000000,Internet software & services,San Francisco,United States,North America,2000,96000000,Sequoia Capital,2021
Volocopter,2000000000,Auto & transportation,Bruchsal,Germany,Europe,2011,599000000,"btov Partners, Geely, Intel Capital",2022
Acorns,2000000000,Fintech,Irvine,United States,North America,2012,507000000,"e.ventures, Bain Capital Ventures, Greycroft",2022
Aledade,2000000000,Health,Bethesda,United States,North America,2014,295000000,"Venrock, CVF Capital Partners, ARCH Venture Partners",2021
CoinSwitch Kuber,2000000000,Fintech,Bangalore,India,Asia,2017,301000000,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",2021
ConcertAI,2000000000,Artificial Intelligence,Boston,United States,North America,2018,300000000,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel",2022
Eightfold.ai,2000000000,Internet software & services,Santa Clara,United States,North America,2016,397000000,"Foundation Capital, Institutional Venture Partners, General Catalyst",2020
FirstCry,2000000000,E-commerce & direct-to-consumer,Pune,India,Asia,2010,441000000,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",2020
Forto,2000000000,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,593000000,"Cherry Ventures, Northzone Ventures, Global Founders Capital",2021
GoCardless,2000000000,Fintech,London,United Kingdom,Europe,2011,529000000,"Accel, Passion Capital, Balderton Capital",2022
InVision,2000000000,Internet software & services,New York,United States,North America,2011,349000000,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",2017
Jeeves,2000000000,Fintech,Orlando,United States,North America,2019,268000000,"Tencent Holdings, CRV, Clocktower Technology Ventures",2022
Medable,2000000000,Internet software & services,Palo Alto,United States,North America,2013,507000000,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",2021
Moveworks,2000000000,Artificial intelligence,Mountain View,United States,North America,2016,305000000,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",2021
MX Technologies,2000000000,Fintech,Lehi,United States,North America,2010,450000000,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",2021
PayFit,2000000000,Fintech,London,United Kingdom,Europe,2016,496000000,"Accel, frst, Kima Ventures",2022
ReCharge,2000000000,Fintech,Los Angeles,United States,North America,2017,277000000,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",2021
Roofstock,2000000000,Fintech,Oakland,United States,North America,2015,365000000,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners",2022
Rokt,2000000000,Internet software & services,New York,United States,North America,2012,487000000,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",2021
Starling Bank,2000000000,Fintech,London,United Kingdom,Europe,2014,791000000,"JTC Group, Qatar Investment Authority, Fidelity Investment",2021
Ankorstore,2000000000,E-commerce & direct-to-consumer,Paris,France,Europe,2019,422000000,"Global Founders Capital, Aglae Ventures, Alven Capital",2022
4Paradigm,2000000000,Artificial intelligence,Beijing,China,Asia,2015,1000000000,"Sequoia Capital China, China Construction Bank, Bank of China",2018
Aiven,2000000000,Internet software & services,Helsinki,Finland,Europe,2016,210000000,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",2021
Akulaku,2000000000,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,438000000,"DCM Ventures, IDG Capital, Siam Commercial Bank",2022
Apeel Sciences,2000000000,Other,Goleta,United States,North America,2012,640000000,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",2020
AppsFlyer,2000000000,Mobile & telecommunications,San Francisco,United States,North America,2011,293000000,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2020
Avant,2000000000,Artificial intelligence,Chicago,United States,North America,2012,658000000,"RRE Ventures, Tiger Global, August Capital",2012
Aviatrix,2000000000,Internet software & services,Santa Clara,United States,North America,2014,341000000,"Ignition Partners, Formation 8, CRV",2021
BlaBlaCar,2000000000,Auto & transportation,Paris,France,Europe,2006,449000000,"Accel Partners, Index Ventures, Insight Venture Partners",2015
Black Sesame Technologies,2000000000,Artificial intelligence,Shanghai,China,Asia,2016,115000000,"Northern Light Venture Capital, Xiaomi, FutureX Capital",2021
Calm,2000000000,Consumer & retail,San Francisco,United States,North America,2012,218000000,"Insight Venture Partners, TPG Growth, Sound Ventures",2019
Chipper Cash,2000000000,Fintech,San Francisco,United States,North America,2017,302000000,"Deciens Capital, Bezos Expeditions, 500 Startups",2021
Clearco,2000000000,Fintech,Toronto,Canada,North America,2015,433000000,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",2021
ClickHouse,2000000000,Data management & analytics,Portola Valley,United States,North America,2021,300000000,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",2021
Clip,2000000000,Fintech,Mexico City,Mexico,North America,2012,381000000,"Alta Ventures Mexico, General Atlantic, SoftBank Group",2021
Cloudinary,2000000000,Internet software & services,Santa Clara,United States,North America,2011,100000000,"Blackstone, Bessemer Venture Partners",2022
Deliverr,2000000000,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,456000000,"8VC, Activant Capital, GLP Capital Partners",2021
Divvy Homes,2000000000,Fintech,San Francisco,United States,North America,2017,370000000,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",2021
Dremio,2000000000,Data management & analytics,Santa Clara,United States,North America,2015,410000000,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",2021
Druva,2000000000,Data management & analytics,Sunnyvale,United States,North America,2007,475000000,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",2019
Everlaw,2000000000,Internet software & services,Oakland,United States,North America,2010,299000000,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",2020
Exotec,2000000000,Hardware,Croix,France,Europe,2015,450000000,"Breega Capital, Iris Capital, 360 Capital Partners",2022
Formlabs,2000000000,Hardware,Somerville,United States,North America,2011,251000000,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2018
Guoquan Shihui,2000000000,Consumer & retail,Shanghai,China,Asia,2017,523000000,"Tiantu Capital, CMB International Capital, Vision Knight Capital",2021
Hive,2000000000,Artificial intelligence,San Francisco,United States,North America,2013,121000000,"Tomales Bay Capital, Bain & Company, General Catalyst",2021
HuiMin,2000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,517000000,"Zheshang Venture Capital, GP Capital, Western Capital Management",2016
Iterable,2000000000,Internet software & services,San Francisco,United States,North America,2013,342000000,"CRV, Blue Cloud Ventures, Index Ventures",2021
Yidian Zixun,1000000000,Mobile & telecommunications,Beijing,China,Asia,2021,151000000,"Phoenix New Media, Tianjin Haihe Industry Fund",2017
Kajabi,2000000000,Internet software & services,Irvine,United States,North America,2010,550000000,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",2021
Kaseya,2000000000,Cybersecurity,Miami,United States,North America,2000,545000000,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2019
Keep,2000000000,Mobile & telecommunications,Beijing,China,Asia,2014,614000000,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",2020
KRY,2000000000,Health,Stockholm,Sweden,Europe,2014,569000000,"Index Ventures, Creandum, Accel",2021
Loggi,2000000000,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,507000000,"Qualcomm Ventures, SoftBank Group, Monashees+",2019
LTK,2000000000,Internet software & services,Dallas,United States,North America,2011,315000000,"SoftBank Group, Maverick Capital",2021
Lunar,2000000000,Fintech,Aarhus,Denmark,Europe,2015,448000000,"SEED Capital, Greyhound Capital, Socii Capital",2021
Mafengwo,2000000000,Travel,Beijing,China,Asia,2010,503000000,"Qiming Venture Partners, Capital Today, General Atlantic",2019
Magic Leap,2000000000,Hardware,Plantation,United States,North America,2010,3000000000,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",2014
Misfits Market,2000000000,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,527000000,"Accel, D1 Capita Partners, Greenoaks Capital Management",2021
Modern Treasury,2000000000,Fintech,San Francisco,United States,North America,2018,183000000,"Benchmark, Altimeter Capital, Quiet Capital",2021
MURAL,2000000000,Internet software & services,San Francisco,United States,North America,2011,192000000,"Insight Partners, Tiger Global Management, Gradient Ventures",2021
Mynt,2000000000,Fintech,Taguig City,Philippines,Asia,2015,475000000,"Insight Partners, Warburg Pincus, Ayala Corporation",2021
Neo4j,2000000000,Data management & analytics,San Mateo,United States,North America,2007,408000000,"Eight Roads Ventures, One Peak Partners, Creandum",2021
Netlify,2000000000,Internet software & services,San Francisco,United States,North America,2014,202000000,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",2021
OCSiAl,2000000000,Other,Leudelange,Luxembourg,Europe,2012,285000000,"A&NN, Rusnano",2019
Opay,2000000000,Fintech,Lagos,Nigeria,Africa,2018,570000000,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2021
Pipe,2000000000,Fintech,Miami,United States,North America,2019,566000000,"next47, MaC Venture Capital, FinVC",2021
Preferred Networks,2000000000,Artificial intelligence,Tokyo,Japan,Asia,2014,147000000,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2018
Quora,2000000000,Internet software & services,Mountain View,United States,North America,2009,226000000,"Y Combinator, Matrix Partners, Benchmark",2017
Redis Labs,2000000000,Data management & analytics,Mountain View,United States,North America,2011,356000000,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",2020
SmartNews,2000000000,Mobile & telecommunications,Tokyo,Japan,Asia,2012,410000000,"Japan Post Capital, Globis Capital Partners, Atomico",2019
Spring Health,2000000000,Health,New York,United States,North America,2016,296000000,"Rethink Impact, Work-Bench, RRE Ventures",2021
StarkWare,2000000000,Cybersecurity,Netanya,Israel,Asia,2018,161000000,"Sequoia Capital, Paradigm, Pantera Capital",2021
SWORD Health,2000000000,Health,New York,United States,North America,2015,296000000,"Khosla Ventures, Green Innovations, Founders Fund",2021
Tier,2000000000,Travel,Berlin,Germany,Europe,2018,587000000,"Northzone Ventures, White Star Capital, Novator Partners",2021
Trendy Group International,2000000000,Consumer & retail,Kowloon,Hong Kong,Asia,1999,200000000,L Capital Partners,2012
Unqork,2000000000,Fintech,New York,United States,North America,2017,365000000,"Blackrock, capitalG, World Lab Innovation",2020
VerbIT,2000000000,Artificial intelligence,New York,United States,North America,2016,432000000,"ClalTech, Vertex Ventures, Oryzn Capital",2021
Virta Health,2000000000,Health,San Francisco,United States,North America,2015,373000000,"Caffeinated Capital, Obvious Ventures, Venrock",2020
Xinchao Media,2000000000,Internet software & services,Chengdu,China,Asia,2007,768000000,"JD.com, Baidu, Vision Plus Capital",2018
Xingyun Group,2000000000,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,950000000,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",2020
XtalPi,2000000000,Artificial intelligence,Shenzhen,China,Asia,2014,786000000,"Tencent Holdings, 5Y Capital, Sequoia Capital China",2021
Zilch,2000000000,Fintech,London,United Kingdom,Europe,2018,339000000,"Gauss Ventures, Ventura Capital, dmg ventures",2021
56PINGTAI,1000000000,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,188000000,"QF Capital, QC Capital, Unicom Innovation Venture Capital",2021
Alzheon,1000000000,Health,Framingham,United States,North America,2013,94000000,"ARCH Venture Partners, Ally Bridge Group",2020
Aprogen,1000000000,Health,Seongnam-Si,South Korea,Asia,2000,62000000,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",2019
Axtria,1000000000,Data management & analytics,Berkeley Heights,United States,North America,2009,206000000,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",2021
Cell C,1000000000,Mobile & telecommunications,Midrand,South Africa,Africa,2000,547000000,"Blue Label Telecoms, Net1 UEPS Technologies",2017
China Cloud,1000000000,Hardware,Wuxi,China,Asia,2010,523000000,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",2018
CredAvenue,1000000000,Fintech,Chennai,India,Asia,2017,227000000,"Insight Partners, B Capital Group, Lightspeed Venture Partners",2022
DeepBlue Technology,1000000000,Artificial intelligence,Shanghai,China,Asia,2014,79000000,"DESUN Capital, Yunfeng Capital, Meridian Capital",2018
dMed Biopharmaceutical,1000000000,Health,Shanghai,China,Asia,2016,214000000,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",2021
Einride,1000000000,Auto & transportation,Stockholm,Sweden,Europe,2016,151000000,"Temasek, BUILD Capital Partners, Northzone Ventures",2021
EQRx,1000000000,Health,Cambridge,United States,North America,2020,700000000,"Nextech Invest, Casdin Capital, Google Ventures",2021
Everly Health,1000000000,E-commerce & direct-to-consumer,Austin,United States,North America,2015,231000000,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",2020
Fair,1000000000,Auto & transportation,Santa Monica,United States,North America,2016,2000000000,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",2018
Amount,1000000000,Fintech,Chicago,United States,North America,2019,243000000,"Invus Group, Hanaco Venture Capital, WestCap Group",2021
Flipboard,1000000000,Internet software & services,Palo Alto,United States,North America,2010,211000000,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",2015
